tab 	pmag_specimens
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_method_codes	measurement_step_max	measurement_step_min	measurement_step_unit	specimen_correction	specimen_dec	specimen_inc	specimen_mad	specimen_n	specimen_tilt_correction
This study	Simpson Island	SI9-14.50	SI9(12.0 to 21.2)	SI9-14.50a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.09	0.008	T		49.3	-60.1	0.9	12	100
This study	Simpson Island	SI9-14.80	SI9(12.0 to 21.2)	SI9-14.80a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.008	T		64.3	-67.9	0.9	13	100
This study	Simpson Island	SI9-142.8	SI9(139.8 to 160.0)	SI9-142.8a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.005	T		105.9	-54.4	0.4	14	100
This study	Simpson Island	SI9-143.4	SI9(139.8 to 160.0)	SI9-143.4a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.005	T		95.9	-57.8	0.3	14	100
This study	Simpson Island	SI9-143.6	SI9(139.8 to 160.0)	SI9-143.6a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.005	T		114.5	-53	0.5	14	100
This study	Simpson Island	SI9-144.8	SI9(139.8 to 160.0)	SI9-144.8a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.005	T		92.0	-58.2	0.2	14	100
This study	Simpson Island	SI9-146.0	SI9(139.8 to 160.0)	SI9-146.0a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.005	T		92.2	-49.9	0.5	14	100
This study	Simpson Island	SI9-146.4	SI9(139.8 to 160.0)	SI9-146.4a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.005	T		93.9	-44.4	0.2	14	100
This study	Simpson Island	SI9-148.3	SI9(139.8 to 160.0)	SI9-148.3a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.005	T		90.1	-49.5	0.5	14	100
This study	Simpson Island	SI9-148.4	SI9(139.8 to 160.0)	SI9-148.4a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.005	T		86.8	-44.3	0.6	14	100
This study	Simpson Island	SI9-15.30	SI9(12.0 to 21.2)	SI9-15.30a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.12	0.008	T		81.4	-68.9	1.1	14	100
This study	Simpson Island	SI9-16.00	SI9(12.0 to 21.2)	SI9-16.00a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.14	0.005	T		72.4	-62.8	0.5	16	100
This study	Simpson Island	SI9-16.10	SI9(12.0 to 21.2)	SI9-16.10a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.12	0.005	T		69.8	-64	1.5	15	100
This study	Simpson Island	SI9-162.90	SI9(160.0 to 166.5)	SI9-162.90a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.02	T		83.5	-47.6	2.3	10	100
This study	Simpson Island	SI9-163.50	SI9(160.0 to 166.5)	SI9-163.50a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.008	T		95.7	-47.8	0.7	13	100
This study	Simpson Island	SI9-163.90	SI9(160.0 to 166.5)	SI9-163.90a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.008	T		108.9	-57.2	0.1	13	100
This study	Simpson Island	SI9-164.10	SI9(160.0 to 166.5)	SI9-164.10a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.008	T		96.0	-57.1	0.3	13	100
This study	Simpson Island	SI9-164.20	SI9(160.0 to 166.5)	SI9-164.20a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.01	T		103.8	-50.2	1.1	12	100
This study	Simpson Island	SI9-164.25	SI9(160.0 to 166.5)	SI9-164.25a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.05	0.01	T		104.5	-49.5	1.9	7	100
This study	Simpson Island	SI9-164.30	SI9(160.0 to 166.5)	SI9-164.30a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.07	0.01	T		93.4	-56.5	0.7	9	100
This study	Simpson Island	SI9-164.40	SI9(160.0 to 166.5)	SI9-164.40a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.015	T		104.3	-57.9	0.9	11	100
This study	Simpson Island	SI9-166.9	SI9(166.5 to 171.4)	SI9-166.9a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.008	T		119.4	-69.9	0.6	13	100
This study	Simpson Island	SI9-167.0	SI9(166.5 to 171.4)	SI9-167.0a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.008	T		113.6	-55.8	0.4	13	100
This study	Simpson Island	SI9-167.1	SI9(166.5 to 171.4)	SI9-167.1a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.005	T		111.6	-40.1	0.7	14	100
This study	Simpson Island	SI9-167.2	SI9(166.5 to 171.4)	SI9-167.2a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.005	T		102.7	-29.7	0.6	14	100
This study	Simpson Island	SI9-167.3	SI9(166.5 to 171.4)	SI9-167.3a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.005	T		90.9	-55.1	0.5	14	100
This study	Simpson Island	SI9-167.6	SI9(166.5 to 171.4)	SI9-167.6a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.005	T		109.9	-57.8	0.4	14	100
This study	Simpson Island	SI9-167.7	SI9(166.5 to 171.4)	SI9-167.7a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.005	T		118.7	-56.6	0.2	14	100
This study	Simpson Island	SI9-168.1	SI9(166.5 to 171.4)	SI9-168.1a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.005	T		117.2	-55.7	0.2	14	100
This study	Simpson Island	SI9-173.0	SI9(171.4 to 188.8)	SI9-173.0a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.17	0.07	T		119.1	-46	5.7	7	100
This study	Simpson Island	SI9-173.1	SI9(171.4 to 188.8)	SI9-173.1a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.17	0.07	T		121.1	-52.9	4.6	7	100
This study	Simpson Island	SI9-173.3	SI9(171.4 to 188.8)	SI9-173.3a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.17	0.05	T		116.3	-50.4	23.5	9	100
This study	Simpson Island	SI9-173.5	SI9(171.4 to 188.8)	SI9-173.5a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.14	0.09	T		103.5	-38.7	11.7	4	100
This study	Simpson Island	SI9-173.6	SI9(171.4 to 188.8)	SI9-173.6a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.17	0.1	T		102.4	-38.2	9.5	4	100
This study	Simpson Island	SI9-173.7	SI9(171.4 to 188.8)	SI9-173.7a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.17	0.07	T		111.6	-49.1	3.5	7	100
This study	Simpson Island	SI9-3.90	SI9(0.0 to 9.2)	SI9-3.90a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.003	T		55.4	-63.6	0.2	15	100
This study	Simpson Island	SI9-315.30	SI9(312.1 to 321.0)	SI9-315.30a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.01	T		132.5	-60.1	0.7	12	100
This study	Simpson Island	SI9-315.35	SI9(312.1 to 321.0)	SI9-315.35a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.01	T		121.2	-57.7	0.6	12	100
This study	Simpson Island	SI9-315.40	SI9(312.1 to 321.0)	SI9-315.40a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.01	T		126.5	-62.3	0.9	12	100
This study	Simpson Island	SI9-316.40	SI9(312.1 to 321.0)	SI9-316.40a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.01	T		122.2	-60.9	0.5	12	100
This study	Simpson Island	SI9-316.80	SI9(312.1 to 321.0)	SI9-316.80a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.01	T		111.9	-65.6	0.5	12	100
This study	Simpson Island	SI9-317.10	SI9(312.1 to 321.0)	SI9-317.10a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.01	T		121.6	-63.8	0.4	12	100
This study	Simpson Island	SI9-317.60	SI9(312.1 to 321.0)	SI9-317.60a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.01	T		115.5	-58.1	0.6	12	100
This study	Simpson Island	SI9-317.70	SI9(312.1 to 321.0)	SI9-317.70a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.01	T		121.8	-59.8	0.5	12	0
This study	Simpson Island	SI9-337.4	SI9(336.4 to 353.8)	SI9-337.4a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.01	T		117.3	-54.2	0.7	12	100
This study	Simpson Island	SI9-337.7	SI9(336.4 to 353.8)	SI9-337.7a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.02	T		130.8	-57.9	1.2	10	100
This study	Simpson Island	SI9-337.8	SI9(336.4 to 353.8)	SI9-337.8a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.02	T		116.7	-59	1.1	10	100
This study	Simpson Island	SI9-337.9	SI9(336.4 to 353.8)	SI9-337.9a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.015	T		102.5	-55.4	1.2	11	100
This study	Simpson Island	SI9-338.3	SI9(336.4 to 353.8)	SI9-338.3a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.02	T		123.9	-59.5	0.8	10	100
This study	Simpson Island	SI9-338.5	SI9(336.4 to 353.8)	SI9-338.5a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.02	T		107.7	-51.9	0.8	10	100
This study	Simpson Island	SI9-340.2	SI9(336.4 to 353.8)	SI9-340.2a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.015	T		109.3	-55.5	0.7	11	100
This study	Simpson Island	SI9-340.3	SI9(336.4 to 353.8)	SI9-340.3a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.015	T		116.0	-55.6	0.7	11	0
This study	Simpson Island	SI9-377.0	SI9(375.9 to 381.0)	SI9-377.0a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.015	T		106.6	-60.4	1.1	11	100
This study	Simpson Island	SI9-377.3	SI9(375.9 to 381.0)	SI9-377.3a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.025	T		109.9	-53.2	0.9	9	100
This study	Simpson Island	SI9-377.4	SI9(375.9 to 381.0)	SI9-377.4a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.025	T		122.4	-52	1.6	9	100
This study	Simpson Island	SI9-377.6	SI9(375.9 to 381.0)	SI9-377.6a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.02	T		125.8	-54.7	1.6	10	100
This study	Simpson Island	SI9-390.20	SI9(387.6 to 395.3)	SI9-390.20a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.015	T		101.4	-66.1	1	11	100
This study	Simpson Island	SI9-390.30	SI9(387.6 to 395.3)	SI9-390.30a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.12	0.07	T		127.5	-62.6	1.3	5	100
This study	Simpson Island	SI9-390.90	SI9(387.6 to 395.3)	SI9-390.90a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.09	0.04	T		116.2	-48.3	2.1	6	100
This study	Simpson Island	SI9-391.00	SI9(387.6 to 395.3)	SI9-391.00a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.09	0.025	T		161.4	-46.2	0.9	8	100
This study	Simpson Island	SI9-391.10	SI9(387.6 to 395.3)	SI9-391.10a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.02	T		129.2	-52.2	1.7	10	100
This study	Simpson Island	SI9-391.50	SI9(387.6 to 395.3)	SI9-391.50a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.03	T		123.5	-51	2.7	8	100
This study	Simpson Island	SI9-391.51	SI9(387.6 to 395.3)	SI9-391.51a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.015	T		117.0	-61.8	1.1	11	100
This study	Simpson Island	SI9-392.30	SI9(387.6 to 395.3)	SI9-392.30a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.03	T		107.4	-48.8	2.4	8	100
This study	Simpson Island	SI9-396.10	SI9(395.3 to 399.3)	SI9-396.10a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.015	T		107.4	-59.3	0.8	11	100
This study	Simpson Island	SI9-396.50	SI9(395.3 to 399.3)	SI9-396.50a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.015	T		116.4	-57.1	1.1	11	100
This study	Simpson Island	SI9-396.51	SI9(395.3 to 399.3)	SI9-396.51a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.01	T		130.9	-65.4	0.4	12	100
This study	Simpson Island	SI9-396.60	SI9(395.3 to 399.3)	SI9-396.60a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.01	T		113.9	-65.5	0.5	12	100
This study	Simpson Island	SI9-396.80	SI9(395.3 to 399.3)	SI9-396.80a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.01	T		121.9	-62.3	0.6	12	100
This study	Simpson Island	SI9-396.85	SI9(395.3 to 399.3)	SI9-396.85a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.01	T		122.0	-70	0.4	12	100
This study	Simpson Island	SI9-396.90	SI9(395.3 to 399.3)	SI9-396.90a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.09	0.008	T		119.1	-65.5	0.4	12	100
This study	Simpson Island	SI9-4.00	SI9(0.0 to 9.2)	SI9-4.00a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.003	T		49.3	-63.5	0.6	15	100
This study	Simpson Island	SI9-4.80	SI9(0.0 to 9.2)	SI9-4.80a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.003	T		53.4	-70.3	0.3	11	100
This study	Simpson Island	SI9-4.81	SI9(0.0 to 9.2)	SI9-4.81a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.003	T		55.6	-68.3	0.2	13	100
This study	Simpson Island	SI9-6.50	SI9(0.0 to 9.2)	SI9-6.50a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.003	T		56.4	-62.9	0.2	15	100
This study	Simpson Island	SI9-6.68	SI9(0.0 to 9.2)	SI9-6.68a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.003	T		47.9	-72.1	0.4	13	100
This study	Simpson Island	SI9-6.70	SI9(0.0 to 9.2)	SI9-6.70a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.003	T		63.3	-70.1	0.5	13	100
This study	Simpson Island	SI9-80.60	SI9(66.9 to 84.0)	SI9-80.60a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.015	T		72.2	-61.1	5.6	11	100
This study	Simpson Island	SI9-80.70	SI9(66.9 to 84.0)	SI9-80.70a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.01	T		75.0	-69.8	2.9	12	100
This study	Simpson Island	SI9-81.20	SI9(66.9 to 84.0)	SI9-81.20a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.015	T		68.6	-62.8	6.7	11	100
This study	Simpson Island	SI9-81.30	SI9(66.9 to 84.0)	SI9-81.30a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.02	T		56.4	-71.3	3.4	10	100
This study	Simpson Island	SI9-81.40	SI9(66.9 to 84.0)	SI9-81.40a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.025	T		65.5	-71.5	2.3	9	100
This study	Simpson Island	SI9-81.85	SI9(66.9 to 84.0)	SI9-81.85a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.01	T		69.0	-69.2	1.2	12	100
This study	Simpson Island	SI9-81.90	SI9(66.9 to 84.0)	SI9-81.90a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.09	0.01	T		61.3	-70.6	1.9	11	100
This study	Simpson Island	SI9-84.60	SI9(84.0 to 88.9)	SI9-84.60a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.005	T		60.8	-72.3	1.3	14	100
This study	Simpson Island	SI9-84.70	SI9(84.0 to 88.9)	SI9-84.70a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.005	T		56.2	-75.9	1.6	14	100
This study	Simpson Island	SI9-85.10	SI9(84.0 to 88.9)	SI9-85.10a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.003	T		48.6	-65.2	0.8	15	100
This study	Simpson Island	SI9-85.15	SI9(84.0 to 88.9)	SI9-85.15a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.003	T		49.8	-63.8	1	15	100
This study	Simpson Island	SI9-85.20	SI9(84.0 to 88.9)	SI9-85.20a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.003	T		48.9	-66.2	0.7	15	100
This study	Simpson Island	SI9-85.40	SI9(84.0 to 88.9)	SI9-85.40a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.025	T		52.7	-64.1	0.7	9	100
This study	Simpson Island	SI9-85.60	SI9(84.0 to 88.9)	SI9-85.60a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.015	T		33.2	-72.5	1.8	11	100
This study	Simpson Island	SI9-85.64	SI9(84.0 to 88.9)	SI9-85.64a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.008	T		24.3	-71.1	1.8	13	100
This study	Simpson Island	SI9-D10	SI9(D10 to D18)	SI9-D10a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.07	0.01	T		274.2	47.6	0.9	9	100
This study	Simpson Island	SI9-D11	SI9(D10 to D18)	SI9-D11a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.08	0.01	T		270.5	33.9	0.5	10	100
This study	Simpson Island	SI9-D12	SI9(D10 to D18)	SI9-D12a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.01	T		194.4	27.2	1.1	8	100
This study	Simpson Island	SI9-D13	SI9(D10 to D18)	SI9-D13a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.06	0.01	T		274.7	50.1	0.8	8	100
This study	Simpson Island	SI9-D14	SI9(D10 to D18)	SI9-D14a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.05	0.015	T		342.6	70.6	0.6	6	100
This study	Simpson Island	SI9-D16	SI9(D10 to D18)	SI9-D16a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.07	0.01	T		268.8	57.2	0.6	9	100
This study	Simpson Island	SI9-D17	SI9(D10 to D18)	SI9-D17a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.07	0.01	T		64.7	68.6	0.8	9	100
This study	Simpson Island	SI9-D18	SI9(D10 to D18)	SI9-D18a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.07	0.008	T		276.4	53.7	0.8	10	100
This study	Simpson Island	SI9-D2	SI9(D1-D9)	SI9-D2a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.003	T		93.9	-51.5	2	15	100
This study	Simpson Island	SI9-D3	SI9(D1-D9)	SI9-D3a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.003	T		95.8	-48.9	1.6	15	100
This study	Simpson Island	SI9-D4	SI9(D1-D9)	SI9-D4a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.005	T		88.9	-61.3	1.1	14	100
This study	Simpson Island	SI9-D6	SI9(D1-D9)	SI9-D6a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.1	0.003	T		88.0	-64.3	0.6	15	100
This study	Simpson Island	SI9-D7	SI9(D1-D9)	SI9-D7a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.05	0.015	T		87.2	-49.4	2.2	6	100
This study	Simpson Island	SI9-D8	SI9(D1-D9)	SI9-D8a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.04	0.005	T		110.8	-46.3	2.5	8	100
This study	Simpson Island	SI9-D9	SI9(D1-D9)	SI9-D9a	DA-DIR-GEO:DE-BFL:LP-DIR-AF:LP-DC4	0.04	0.01	T		88.5	-32.5	3.2	6	100
